id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,What are the other mechanism used to discard the waste?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What is the other recording mechanism?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,What other places do you get textbooks from?,Are you using digital tools for your operations?,For what purpose are you using these?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,How many seats are there?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,Which other board/university is this institute affiliated with?
1793,2019-02-28 09:16:07,Education,Schools,nong tayeng,Private,In Use,East Siang,Mebo,Mebo,28.16412,95.40228,Approved,https://smartvillage.imagetrekk.com/storage/images/C5eFcTNIBDX8dLSNj9QAHgvF8Hkp71Y4K7d6pbTz.jpeg?asset_id=1793,collected correct information from Shri Michel teacher don Bosco school mebo,1,Pakka Road,1,1,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",6000,8.30am-2.30,"[""Saturday "",""Friday "",""Thursday "",""Wednesday "",""Tuesday "",""Monday ""]",17,7,Others,,Yes,Yes,No,No,Burnt within the premises,,Yes,7,No,,Solar Unit,3,3,3,3,3,3,No,,No,,Digital Records - Using Computer/Mobile,,"[""None""]",Research Organization,,Self-created,,No,[],Yes,Once in 9-12Months,No,,No,Dormitories,12,No,,"[""Computers "",""Science ""]",Yes,164,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",Yes,Secondary,Yes,Yes,Twice a year,No,Yes,Not fixed,ICSE,
1887,2019-03-02 06:12:03,Education,Schools,undefined,Government,In Use,East Siang,Ruksin,Ngorlung,27.87235,95.22772,Approved,https://smartvillage.imagetrekk.com/storage/images/kub8rqUOzhKto5HQLlKSTeAO83tcsB2Bm5ZgR1tO.jpeg?asset_id=1887,govt secondary school ngorlung,1,Pakka Road,2,0,4G+ Reliable,"[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",1.5,9.00am – 3.00 pm,"[""Monday "",""Tuesday "",""Thursday "",""Wednesday "",""Friday "",""Saturday "",""Sunday""]",13,1,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,1,Yes,20,None,,,,,,,No,,No,,Digital Records - Using Computer/Mobile,,"[""None""]",Government Agency,,Government Agency,,Yes,"[""Book Keeping "",""Others""]",Yes,Once in 6-9 Months,Yes,No,Yes,Off-site Residential Areas,5,No,,"[""None ""]",No,127,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Secondary,No,Yes,Twice a year,Yes,Yes,Not fixed,CBSE,
1888,2019-03-02 06:48:33,Education,Schools,undefined,Government,In Use,East Siang,Ruksin,Ngorlung,27.86855,95.21787,Approved,https://smartvillage.imagetrekk.com/storage/images/wFuH8FPoa8efF9lYp4HXshjcFAtm5B4CBuShKA1M.jpeg?asset_id=1888,ngorlung primary school,1,Kacha Road,2.5,0,4G+ Reliable,"[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",50000,9.00am-2.00pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday "",""Sunday""]",5,0,Tap Water from Government,,Yes,Yes,No,No,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Government Agency,,No,,Yes,Once in 9-12Months,Yes,No,No,None,4,No,,"[""None ""]",No,43,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Accessibility""]","[""Accessibility""]","[""Accessibility""]","[""Accessibility""]",No,Primary,No,Yes,Once a year,Yes,No,Less than once a year,CBSE,
1889,2019-03-02 07:33:44,Education,Schools,undefined,Government,In Use,East Siang,Ruksin,Ruksin,27.85162,95.21745,Pending,https://smartvillage.imagetrekk.com/storage/images/7gB3hp9IX6DnJk07Iii1Db9IIa4JsjYBxdzfRcoB.jpeg?asset_id=1889,govt primary school,1,Kacha Road,1,0,4G+ Reliable,"[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",2000,9.00 am- 2.00pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday "",""Sunday""]",6,0,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,6,Yes,20,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Government Agency,,Yes,"[""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 6-9 Months,Yes,Yes,Yes,None,5,No,,"[""None ""]",No,84,"[""Sports "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Less than once a year,CBSE,
1930,2019-03-03 03:20:04,Education,Schools,jayanti ama,Government,In Use,Lohit,Tezu,Laboliang,27.98538,96.18022,Approved,https://smartvillage.imagetrekk.com/storage/images/yUiBwZVH0I85UddzsoRzAb22wdjtfVp9jG0Y7m0g.jpeg?asset_id=1930,pathetic condition of building,10,Kacha Road,1,0,4G Unreliable,"[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","[""Vodafone"",""Airtel"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",1600,0:0 to 0:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",4,0,Others,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Local Supplier,,Government Agency,,No,,No,,No,,No,None,9,No,,"[""None ""]",No,53,"[""None""]",10-20%,"[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]","[""Lack of Awareness "",""Others""]",No,Primary,No,Yes,Once a year,Yes,Yes,Less than once a year,CBSE,
2076,2019-03-04 09:44:30,Education,Schools,kago yubbey,Government,In Use,Lower Subansiri,Ziro,Hong,27.53506,93.85014,Approved,https://smartvillage.imagetrekk.com/storage/images/YGMM6rKAt9CoVdtx2aepVVzyQLPRGS3hC7zwPd3j.jpeg?asset_id=2076,KV school,3,Pakka Road,10,0,3G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing "",""Watchman "",""Security Guard""]",36000,8:30 to 2:40,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",14,5,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,7,No,,Invertor,6,6,6,6,6,6,No,,Yes,10,Digital Records - Using Computer/Mobile,,"["" Financial Support"",""Technical Support ""]",None,,Self-created,,No,,Yes,Once in 0-3 Months,No,,Yes,None,9,No,,"[""Computers ""]",Yes,177,"[""Sports "",""Dance "",""Art "",""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Secondary,No,Yes,More than 3 times a year,Yes,Yes,Once in 0-3 Months,CBSE,
2250,2019-03-06 03:38:05,Education,Schools,hungo tesia,Government,In Use,Tirap,Khonsa,Lapnan,26.98912,95.48645,Approved,https://smartvillage.imagetrekk.com/storage/images/o6hJ4v446cCrlyUHuQSN8hPFtQeLAqP1m90nNBZz.jpeg?asset_id=2250,primary school,10,Kacha Road,2,0,3G Unreliable,"[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","[""BSNL"",""Airtel""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",300,7.00am to 3.00pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",4,2,Tap Water from Government,,Yes,Yes,No,No,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Government Agency,,No,,Yes,Once in 9-12Months,Yes,Yes,No,None,5,No,,"[""None ""]",No,31,"[""None""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Once in 6-9 Months,CBSE,
2344,2019-03-08 08:39:35,Education,Schools,tame yasum,Government,In Use,Papumpare,Naharlagun,Borum,27.12179,93.70129,Approved,https://smartvillage.imagetrekk.com/storage/images/DX6u5k1nYvNo1IIVDqF1VUZzAK8A1gQpVVN8mHRp.jpeg?asset_id=2344,-,2,Pakka Road,0,0,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman ""]",2000,9.00A.M- 2.00P.M,"[""Saturday "",""Friday "",""Thursday "",""Wednesday "",""Tuesday "",""Monday ""]",17,1,Others,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,2,Yes,8,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Less than once a year,Yes,Yes,No,None,15,No,,"[""None ""]",No,200,"[""Sports "",""Dance ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Secondary,Yes,Yes,Once a year,Yes,Yes,Once in 9-12Months,CBSE,
2452,2019-03-14 11:53:56,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mottum,28.08291,95.43018,Approved,https://smartvillage.imagetrekk.com/storage/images/9MFHtHh8Lyz1EVeHT76ipTpWLyJsNBaEMfHCKQXL.jpeg?asset_id=2452,collected correct information from teacher kasturba gandhi balika vidhyalaya,1,Pakka Road,1,0,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Watchman "",""Compound Wall\/Fencing ""]",500,8.45-2.30,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,6,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,7,No,,Diesel Generator,3,3,3,3,3,3,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Less than once a year,No,,Yes,Dormitories,3,No,,"[""None ""]",No,86,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Secondary,Yes,Yes,Twice a year,No,Yes,Not fixed,CBSE,
2893,2019-04-24 14:37:14,Education,Schools,tendel zangmu wangja,Government,In Use,West Kameng,Shergaon,Shergaon,27.13699,92.2709,Approved,https://smartvillage.imagetrekk.com/storage/images/Oro3DNuoSrHZHOWFcIS75A0XVhAaqVtzaA4GO60L.jpeg?asset_id=2893,Primary School Respondent Head Mistress Agangwadi Centre Lungkhar in the same compound,1,Kacha Road,24,0,4G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",150,9.00 A. M-2.00P.M,"[""Monday "",""Wednesday "",""Tuesday "",""Thursday "",""Friday "",""Saturday ""]",4,0,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,Yes,1,Yes,4,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,No,None,5,No,,"[""None ""]",No,23,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Not fixed,CBSE,
3528,2019-05-06 08:21:09,Education,Schools,lancy padung,Government,In Use,East Siang,Pasighat,Boyng,28.05772,95.28908,Rejected,https://smartvillage.imagetrekk.com/storage/images/1wcWYlML1eWWLxZK4AWqQeneWv51y933rpeVEwHq.jpeg?asset_id=3528,good,1,Pakka Road,10,0,4G Unreliable,"[""Airtel"",""Vodafone"",""Jio"",""Idea"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""Idea"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""Idea"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""Idea"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""Idea"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""Idea"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",1000,9:00am-2:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",12,1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,24,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Self-created,,No,,Yes,Not fixed,Yes,Yes,Yes,None,8,No,,"[""None ""]",No,27,"[""Sports "",""Art "",""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,Others,state board
3529,2019-05-06 08:21:19,Education,Schools,lancy padung,Government,In Use,East Siang,Pasighat,Boyng,28.05766,95.28892,Approved,https://smartvillage.imagetrekk.com/storage/images/mB9kjia280Lyo15WpX4AerHCaj3zB4eorVsIoRv6.jpeg?asset_id=3529,good,1,Pakka Road,10,0,4G Unreliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL"",""Idea""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",1000,9:00am-2:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",12,1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,24,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Self-created,,No,,Yes,Not fixed,Yes,Yes,Yes,None,8,No,,"[""None ""]",No,27,"[""Sports "",""Art "",""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,Others,state board
790,2019-02-11 09:26:26,Education,Schools,jayanti ama,Government,In Use,Lohit,Tezu,Lohitpur,27.99343,96.19771,Approved,https://smartvillage.imagetrekk.com/storage/images/URzOjuVOoBTPzixnWTdwO6GdiVh8nYWKZvzht6PF.jpeg?asset_id=790,lower lohitpur comes under loiliang village,1,Pakka Road,2.5,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",4200,9.00-2.00,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",2,0,Others,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,No,No,None,2,No,,"[""None ""]",No,20,"[""None""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Not fixed,CBSE,
819,2019-02-12 04:29:25,Education,Schools,bini yabi,Private,In Use,East Siang,Oyan,Sille Village,27.90384,95.30012,Approved,https://smartvillage.imagetrekk.com/storage/images/E6QzQFIo6qMKfOB6pAgRKCOSKO9itNLDbdSHpKY3.jpeg?asset_id=819,done,1,Kacha Road,1,1,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",8000,9.00 a.m- 1.30 p.m,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",13,20,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,1,No,,Diesel Generator,2,2,2,2,2,2,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Local Supplier,,No,,Yes,Once in 9-12Months,No,,Yes,Dormitories,10,No,,"[""Computers ""]",No,12,"[""Sports "",""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Once in 9-12Months,CBSE,
824,2019-02-12 06:37:42,Education,Schools,hanhap taiju,Government,In Use,Changlang,Changlang,Changlang (CT),27.13235,95.74702,Approved,https://smartvillage.imagetrekk.com/storage/images/xXNg8QCKeyIQDCs6CN83kq8Ch3f7Bu8AAuVBDwx1.jpeg?asset_id=824,Village Name is New Changlang,9,Pakka Road with Block Point,3,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",100,9.00 AM to 1.30 PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,0,Tap Water from Government,,Yes,Yes,No,Yes,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support "","" Financial Support""]",Government Agency,,Government Agency,,Yes,"[""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 9-12Months,Yes,Yes,No,None,5,No,,"[""None ""]",No,41,"[""Sports "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Once in 3-6 Months,CBSE,
847,2019-02-12 11:17:21,Education,Schools,shri joram nera,Government,Repairable,Lower Subansiri,Yachuli,Jara,27.52492,93.76744,Approved,https://smartvillage.imagetrekk.com/storage/images/GnHCq0BINAXtkb2f9jMoWXA9rzobTVamJIJdQOtw.jpeg?asset_id=847,I have been not see students.,1,Kacha Road with Block Point,0.2,0,3G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",50,9.00am to 12.00pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,2,Tap Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Government Agency,,No,,No,,No,,No,Off-site Residential Areas,5,No,,"[""None ""]",No,18,"[""None""]",Greater than 40%,"[""Lack of Awareness "",""Others"",""Parallel Studies ""]","[""Lack of Awareness "",""Others"",""Parallel Studies ""]","[""Lack of Awareness "",""Others"",""Parallel Studies ""]","[""Lack of Awareness "",""Others"",""Parallel Studies ""]",No,Primary,No,No,,Yes,Yes,Not fixed,CBSE,
862,2019-02-13 05:21:40,Education,Schools,makba nasi,Government,In Use,Tirap,Khonsa,Kheti,26.95924,95.51185,Approved,https://smartvillage.imagetrekk.com/storage/images/Pn98RynJHsUTqf9enVccg6FqjhpaQiI70OunmNuq.jpeg?asset_id=862,Govt.primary school Kheti,1,Pakka Road,0.5,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",300,9.00am 2.00pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",3,2,Others,,Yes,Yes,No,No,Burnt within the premises,,Yes,6,No,,None,,,,,,,No,,No,,Others,register,"["" Financial Support""]",Government Agency,,Self-created,,No,,Yes,Not fixed,Yes,No,No,None,7,No,,"[""None ""]",No,21,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Not fixed,Others,APS Board
869,2019-02-13 06:02:07,Education,Schools,undefined,Government,In Use,Tirap,Khonsa,Khonsa I,26.99986,95.5097,Approved,https://smartvillage.imagetrekk.com/storage/images/KVVgNCBrsmcnTGq1J7dwQvm8FyRoV1iHMsdLfgar.jpeg?asset_id=869,khonsa primary school,2,Pakka Road,0.5,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",2684,9.30AM-2.30 PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",4,1,Others,,Yes,No,No,No,None,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 6-9 Months,Yes,Yes,No,Off-site Residential Areas,5,No,,"[""None ""]",No,13,"[""None""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,No,Yes,More than 3 times a year,Yes,Yes,Not fixed,CBSE,
