id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the unit?,What are the other source of water you depend upon?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,What are the other mechanism used to discard the waste from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,What is the number with STD Code of the unit?,Does the unit have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations of the unit?,What are the other recording mechanism used?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,What is the name of the organization?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
3440,2019-05-06 06:03:25,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5838,93.84526,Approved,https://smartvillage.imagetrekk.com/storage/images/BjBqmqnAscpY4iHpdLFQfVXxG1WYZRCBgjWGuFfg.jpeg?asset_id=3440,traditional granary 8,1,Kacha Road,3,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,frome home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",3,No,1,none
3454,2019-05-06 06:06:38,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58377,93.84502,Approved,https://smartvillage.imagetrekk.com/storage/images/6lIuTvbzaZQF13QYAadXeKO4cFnuVrABeQ0VXWFb.jpeg?asset_id=3454,traditional granary 9,1,Kacha Road,3,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",4,No,1,none
3459,2019-05-06 06:09:27,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58377,93.84497,Approved,https://smartvillage.imagetrekk.com/storage/images/94m4KaiULxFH266LlDgp1bK1F5CJuhFHrDpmv5Dp.jpeg?asset_id=3459,traditional granary 10,1,Kacha Road,3,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",3,No,1,none
3460,2019-05-06 06:12:33,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58369,93.8451,Approved,https://smartvillage.imagetrekk.com/storage/images/RhYMss3gmHTK8NMkGrrAZsoWZUWvbusJMKQFPOCI.jpeg?asset_id=3460,traditional granary11,1,Kacha Road,3,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",4,No,1,none
3461,2019-05-06 06:21:17,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58393,93.84506,Approved,https://smartvillage.imagetrekk.com/storage/images/hWUbV42X7JyqUqZdyIf4oNBhE0TR28rRkAnBiPaa.jpeg?asset_id=3461,traditional granary 11,1,Kacha Road,3,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",6,No,1,none
3468,2019-05-06 06:45:48,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.61533,93.82156,Approved,https://smartvillage.imagetrekk.com/storage/images/3Te3qLYYWzp2iUGpFpl5655pmaGoOULgBUtMh2ly.jpeg?asset_id=3468,traditional rice granary 3,1,Kacha Road,1.5,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",32,No,0,book keeping
3471,2019-05-06 06:49:55,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.61356,93.89341,Approved,https://smartvillage.imagetrekk.com/storage/images/HEyvIXYpaTh8gC0Ik2cbUtaWdYcvRUI8RzR6meIf.jpeg?asset_id=3471,traditional rice granary 4,1,Kacha Road,1.5,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",24,No,0,book keeping
3475,2019-05-06 06:54:44,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.5711,93.8056,Approved,https://smartvillage.imagetrekk.com/storage/images/HY6VylOLy4VXmlX6B8oJ2IYLijmNovcGTCpB9OGK.jpeg?asset_id=3475,traditional rice godown 5,1,Kacha Road,1.5,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",24,No,0,book keeping
3478,2019-05-06 06:58:53,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.60472,93.80161,Approved,https://smartvillage.imagetrekk.com/storage/images/R1EnuRBEiIEFXm51ZSuYhd39mTSs08p1wNrAXq8W.jpeg?asset_id=3478,traditional rice godown 6,1,Kacha Road,1.5,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",28,No,0,book keeping
3495,2019-05-06 07:24:57,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58716,93.84268,Approved,https://smartvillage.imagetrekk.com/storage/images/GC1LukYWRbNBqzK8bPHQ19vmZmjbCQCZ8K0czdkd.jpeg?asset_id=3495,traditional granary 14,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""Financial Support""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",3,No,1,none
3506,2019-05-06 07:36:27,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58636,93.84283,Approved,https://smartvillage.imagetrekk.com/storage/images/YdROIriTseOCCRJuA5YGa6QhccZUyaqCP1A5RrMO.jpeg?asset_id=3506,traditional granary 15,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Saturday"",""Friday"",""Sunday""]",0,0,Others,,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no revords,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",3,No,1,none
3509,2019-05-06 07:40:12,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58632,93.84298,Approved,https://smartvillage.imagetrekk.com/storage/images/I8d6GgTGRLwsikvgx5aMZ9E3dZ2VgDfc8m594PtB.jpeg?asset_id=3509,traditional granary 15,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",3,No,1,none
3514,2019-05-06 07:45:31,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58585,93.84307,Approved,https://smartvillage.imagetrekk.com/storage/images/hCUYsS3rzilD3atsIHaULjg42jBBrg2X6vlj4h0p.jpeg?asset_id=3514,traditional granary 16,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",2,No,1,none
3517,2019-05-06 07:48:19,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58585,93.84311,Approved,https://smartvillage.imagetrekk.com/storage/images/ZZ8Qc2kRWVCLynr2R6eyuqKeMjCCdhgCuGfv5c8M.jpeg?asset_id=3517,traditional granary 17,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",4,No,1,none
3519,2019-05-06 07:51:00,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58573,93.84309,Approved,https://smartvillage.imagetrekk.com/storage/images/lJnPiOt0nwrFYjVAfenkoI0vpQw7CpITQVVWBFwm.jpeg?asset_id=3519,traditional granary 18,1,Pakka Road,2,2G Unreliable,"[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","[""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",500,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",4,No,1,none
3523,2019-05-06 08:02:10,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.63479,93.80759,Approved,https://smartvillage.imagetrekk.com/storage/images/hEqc6IvwI6AqK5QGg7X00nlERitWFbLWq5wHZFLW.jpeg?asset_id=3523,traditional rice godown 9,1,Kacha Road,1.6,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",30,No,0,book keeping
3563,2019-05-06 09:59:15,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.54277,93.8495,Approved,https://smartvillage.imagetrekk.com/storage/images/cyOl3qU8p9E4CgJMYHPpK4bLOH5pAB9ZQ9N3QxYJ.jpeg?asset_id=3563,traditional granary 2,1,Kacha Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",2,0,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",20,No,0,book keeping
3564,2019-05-06 09:59:23,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.60472,93.85749,Approved,https://smartvillage.imagetrekk.com/storage/images/oPOfswq5wmkfRI8u3I5IbCo3Rd4o3bYOvvqti656.jpeg?asset_id=3564,traditional rice godown 7,1,Kacha Road,1.5,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",24,No,0,book keeping
3565,2019-05-06 09:59:30,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.59056,93.86148,Approved,https://smartvillage.imagetrekk.com/storage/images/g4cAVFV2Tsy7ZkIBuNWGttDcYjnr64bvchAQ22Ok.jpeg?asset_id=3565,traditional rice godown 8,1,Kacha Road,1.2,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,0,book keeping
3566,2019-05-06 09:59:36,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.56402,93.94929,Approved,https://smartvillage.imagetrekk.com/storage/images/EVRRwiAZmfC54uQMmH6HouDynyXQalRSV5O22A91.jpeg?asset_id=3566,traditional rice godown 10,1,Footway,1.6,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",28,No,0,book keeping
3567,2019-05-06 09:59:45,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.5711,93.83154,Approved,https://smartvillage.imagetrekk.com/storage/images/hQGl3MhXn2bSX38CjqAUoz0uWTJfqHPFiJ8nQu6V.jpeg?asset_id=3567,traditional rice godown 11,1,Footway,1.6,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,0,book keeping
