id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the Shop?,How much distance should one travel from this Shop to avail public transport facility? (in K.M),What is the type of the mobile network available at the Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What is the type of structure of this Shop?,What are the working hours of this Shop?(Ex: 9.00A.M-5.A.M),What are the working days of that Shop?,How many people are working in the Shop?,Where do you get drinking water from for using at this Shop?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage at this Shop?,Are there toilets available seperately as per gender at this Shop?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from that Shop?,What are the other mechanism used to discard the waste from this Shop?,Are the premises of this Shop cleaned with disinfectant regularly?,How frequently are the premises at this Shop cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this Shop?,How many hours per day are you facing power cuts at this Shop?,What is the alternative energy source available for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,Is there landline connectivity for that Shop?,What is the number with STD Code,Does this Shop have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for this Shop?,What are other type of book keeping methods used in the Shop?,What are the areas the Shop gets support from government agencies?,Do you get any support from NGO(s) for this Shop?,From what Organization(s) did you get support?,Are you aware of digital technologies that can be used in the Shop?,For what purpose are you using digital tools here at this Shop?,Do you have a POS device in your shop?,Does the POS device function smoothly?,From where the goods are brought to the shop?,What other types of services are provided?,How are the goods transported to the shop?
5630,2019-05-16 13:09:03,Food & Civil Supplies,Shops,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57337,93.84767,Approved,https://smartvillage.imagetrekk.com/storage/images/HcoknBw3sEFL6zLhrA3Z2d0QvXHIaqPCXRcGR7iw.jpeg?asset_id=5630,Groceries shop at near VKV school,2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,groceries iteams,"[""Rental Vehicle""]"
5695,2019-05-17 04:22:34,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58587,93.84411,Approved,https://smartvillage.imagetrekk.com/storage/images/gAdlYsuE0ZEAJ3bMvYi6wnQuiQdMetmrrKI31xpK.jpeg?asset_id=5695,shop 7,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 22:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,3,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
5758,2019-05-18 10:34:00,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.57819,93.83977,Approved,https://smartvillage.imagetrekk.com/storage/images/OhpfNmredj7MKbk7aYDzWUwqB9etIr3UYBq0QJDY.jpeg?asset_id=5758,meat shop,2,Pakka Road,3,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",9:0 to 21:0,"[""Monday"",""Tuesday"",""Thusday"",""Wednesday"",""Saturday"",""Friday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,meat & vegetables,"[""Others""]"
5760,2019-05-18 10:34:01,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55751,93.84879,Approved,https://smartvillage.imagetrekk.com/storage/images/TmKDJ7fQ5UB6MBUbY2BrTeLCST4kvtsbxFZmSxfb.jpeg?asset_id=5760,shop,4,Pakka Road,3,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",21:0 to 9:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,5,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries,"[""Others""]"
5761,2019-05-18 10:34:02,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.5575,93.84895,Approved,https://smartvillage.imagetrekk.com/storage/images/mKmWqGDwHqq5fdbxjW9r6pTAYwkg3DQGj00MldRk.jpeg?asset_id=5761,shop,2,Pakka Road,3,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)",21:0 to 8:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,Burnt within the premises,,No,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries,"[""Others""]"
5898,2019-05-21 03:22:22,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58094,93.8462,Approved,https://smartvillage.imagetrekk.com/storage/images/rQjYzx1vefyEc9azIva4iVKU54qoG0XbuT60ywZK.jpeg?asset_id=5898,shop,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,2,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
5954,2019-05-21 10:12:02,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91728,95.34595,Approved,https://smartvillage.imagetrekk.com/storage/images/kJbbbu6Wcf8kyMouUYnF7akc8PAXEcybyXsfXvWs.jpeg?asset_id=5954,tayek gao shop,3,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:1 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadible goods,"[""Load Carriage"",""Private Car""]"
5955,2019-05-21 10:18:30,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91469,95.34575,Approved,https://smartvillage.imagetrekk.com/storage/images/VD6SVk580DXcnuHY9M5vosCR0DOM2ItpFkAFXfNV.jpeg?asset_id=5955,junate shah shop,2,Pakka Road,6,4G+ Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable googs,"[""Load Carriage"",""Bike""]"
5956,2019-05-21 10:21:46,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91392,95.34593,Approved,https://smartvillage.imagetrekk.com/storage/images/jAr47INfrWKmNBtVY5y3nRMHOOqNWuYnJYHjnsIG.jpeg?asset_id=5956,oman paron shop,3,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 5:0,"[""Monday"",""Wednesday"",""Tuesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable goods,"[""Load Carriage"",""Bike""]"
5957,2019-05-21 10:25:27,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91361,95.34604,Approved,https://smartvillage.imagetrekk.com/storage/images/c5tzvxJTkFsOhPzm8kZMHvwVZm9FlWciVbxlcMJo.jpeg?asset_id=5957,tayen gao shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:16 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable goods,"[""Load Carriage"",""Bike""]"
5958,2019-05-21 10:27:53,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91331,95.34615,Approved,https://smartvillage.imagetrekk.com/storage/images/Tvx78E3gz56YSIWjwJL9JR29niFCSNwgvH5tddav.jpeg?asset_id=5958,takong jamoh shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable goods,"[""Load Carriage"",""Bike""]"
5959,2019-05-21 10:30:22,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91344,95.34603,Approved,https://smartvillage.imagetrekk.com/storage/images/hqFfN0QbjClLQQA5VShOBeOB8rJ6ZTVy3qGO9dWe.jpeg?asset_id=5959,minam setang,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",9:0 to 3:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable items,"[""Load Carriage"",""Bike""]"
5960,2019-05-21 10:34:20,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91284,95.34463,Approved,https://smartvillage.imagetrekk.com/storage/images/Jr6nXKwSetQgqSSv1dLMnelGZeYa4veAgu0t8zop.jpeg?asset_id=5960,rabindra shah shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable,"[""Load Carriage"",""Bike""]"
5961,2019-05-21 10:37:23,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91299,95.34457,Approved,https://smartvillage.imagetrekk.com/storage/images/5ixk689lGDgyNRlMN4FY7Ty4SFuEAEtpYCIwM1sU.jpeg?asset_id=5961,tasong pabin shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable goods,"[""Load Carriage""]"
5962,2019-05-21 10:40:04,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91299,95.34445,Approved,https://smartvillage.imagetrekk.com/storage/images/SNGYS78hblZtoabyaoK7xeN5oxmUoqLVbY27YCTU.jpeg?asset_id=5962,ramkishor shah shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable items,"[""Load Carriage""]"
5963,2019-05-21 10:43:35,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91338,95.34422,Approved,https://smartvillage.imagetrekk.com/storage/images/HjIIDkgd08tzWcwf1QfNHXe4uHijsOCspYeeCILm.jpeg?asset_id=5963,mahabeer mehatoh shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable items,"[""Load Carriage""]"
5964,2019-05-21 10:45:50,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91367,95.34414,Approved,https://smartvillage.imagetrekk.com/storage/images/1mjaDntloCz2zh2NI4NjLlnzO7Ee5IPwcvOQSK06.jpeg?asset_id=5964,kurshad aalam shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 20:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable goods,"[""Load Carriage""]"
5965,2019-05-21 10:50:03,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91177,95.34193,Approved,https://smartvillage.imagetrekk.com/storage/images/7pBBtRYDprOS9rAqUVMDbk3MD5MjdcUcyU0IElNA.jpeg?asset_id=5965,yeyek gao shop,2,Pakka Road,6,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable goods,"[""Load Carriage"",""Bike""]"
5966,2019-05-21 10:55:41,Food & Civil Supplies,Shops,karik tamuk,Private,In Use,East Siang,Sille-Oyan,Sika-Bamin,27.91165,95.34141,Approved,https://smartvillage.imagetrekk.com/storage/images/Hr4QLsqHo9QxfeN0GzkcDbUwqS65Fy2YZCpD7rec.jpeg?asset_id=5966,bajong gao shop,2,Pakka Road,6,4G+ Reliable,"[""BSNL"",""Airtel"",""Jio""]","[""BSNL"",""Airtel"",""Jio""]","[""BSNL"",""Airtel"",""Jio""]","[""BSNL"",""Airtel"",""Jio""]","[""BSNL"",""Airtel"",""Jio""]","[""BSNL"",""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,eadable goods,"[""Load Carriage""]"
6015,2019-05-21 12:31:59,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58272,93.84396,Approved,https://smartvillage.imagetrekk.com/storage/images/9divJYirOYYdIlvfBikaCYSOCpabg0vcIV4Yp828.jpeg?asset_id=6015,shop,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 22:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,7,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
6016,2019-05-21 12:31:59,Food & Civil Supplies,Shops,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58331,93.8439,Approved,https://smartvillage.imagetrekk.com/storage/images/a2NHYO63IJ4NqOAGYZRCmRue4fIEW7AiOmAPn2yL.jpeg?asset_id=6016,shop,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Discarded in Open Field,,Yes,7,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,no other services,"[""Rental Vehicle""]"
6068,2019-05-22 07:14:13,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.07308,93.60756,Approved,https://smartvillage.imagetrekk.com/storage/images/ZDgOGVRi355VYXqflH2xHCxejpfhaKpYv1U6bSW7.jpeg?asset_id=6068,good,1,Pakka Road,1,4G+ Reliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 20:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Rental Vehicle""]"
6071,2019-05-22 07:40:20,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.08673,93.59466,Approved,https://smartvillage.imagetrekk.com/storage/images/77KVe7KmVmJeF6N9kFPl33JpXc1Xzhj3bIRnjsZJ.jpeg?asset_id=6071,good,9,Pakka Road,1,4G+ Reliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","Pakka/Permenant(Steel,Concrete,etc.,)",8:0 to 4:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Rental Vehicle""]"
6072,2019-05-22 07:44:46,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.08705,93.59573,Approved,https://smartvillage.imagetrekk.com/storage/images/BUdQQIoFFq0zrhdecsSCnV8L115MMYvz6itIPW18.jpeg?asset_id=6072,good,9,Pakka Road,1,4G+ Reliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Thusday"",""Wednesday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,0,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Rental Vehicle""]"
6073,2019-05-22 07:49:00,Food & Civil Supplies,Shops,nabam banio,Private,In Use,Papumpare,Itanagar,Ganga,27.08681,93.59506,Approved,https://smartvillage.imagetrekk.com/storage/images/OsSjRCsTiveZAfabOfM59dhrJQNH0LtCGaBFMH2C.jpeg?asset_id=6073,good,4,Pakka Road,1,4G+ Reliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL"",""Jio"",""Others""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,None,,Yes,3,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Rental Vehicle""]"
