id	created at (UTC)	category	sub-category	user	type	status	district	circle	village	latitude	longitude	confirmation	Image link	remarks	How many times did you go there until it was open?	What is the type of the road available to the asset?	How much distance should one travel to avail public transport facility? (in K.M)	What is the type of the mobile network available at the asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What is the type of structure of this asset?	What is the type of security available for the asset?	What are the working hours of the facility?(Ex: 9.00A.M-5:00P.M)	What are the working days of the facility?	How many teachers are employed in the facility?	How many support staff are employed in the facility?	Where do you get drinking water from?	How much do you pay per litre of bottled water? (In Rupees)	Are there toilets available for public usage?	Are there toilets available separately as per gender?	Is there running water available in the toilets at this asset?	Is there soap for handwash available at this asset?	How do you deal with the waste generated from the facility?	What are the other mechanism used to discard the waste?	Are the premises cleaned with disinfectant regularly?	How frequently are the premises cleaned with disinfectant in a week?	Do you have grid connection for energy supply?	How many hours per day are you facing power cuts?	What is the alternative energy source available in the facility?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	Do you have landline connectivity	What is the number with STD Code	Do you have wired internet connection?	How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS)	How do you maintain records for operations?	What are the other modes of record keeping?	What are the areas you get support from government agencies for the facility?	What are the areas you get support from government agencies for your students?	Where do you gets textbooks for the children?	What is the total campus area?	Where do you get the curriculum for classes and educational programs?	Are you using digital tools for teaching?	For what purpose are you using these?	Are there checkups or medical facilities available?	What is the frequency of these checkups?	Are there any meals served?	Is the nutritional value monitored?	Is there presence of any recreational/playing material for the kids?	What kind of residential facilities are available?	How many classrooms are there in the institute ?	How many people are enrolled or are students at this asset?	Apart from academics what are the co-curricular activities available for students ?	What is the percentage of drop-outs?	What is the reason for dropouts?	What is the reason for dropouts?	What is the reason for dropouts?	What is the reason for dropouts?	Are there any disaster management courses or drills practice at the institute?	To how many women is this institution providing services?	How many buses go to this asset?	Do the centers get timely supplies of the government goods?	What is the source of the supplies?	For what all materials the government is providing fund ?
863	2019-02-13 05:28:55	Education	Anganwadi Building	karik tamuk	Government	In Use	East Siang	Oyan	Sika Bamin	27.91332	95.3441	Pending	https://smartvillage.imagetrekk.com/storage/images/YfxQgCUr60mMPL57HGQQKQxp7UpwMXrjjSkfJOWZ.jpeg?asset_id=863	sika bamin-II,village sika bamin	4	Pakka Road	6	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00A.M-2.00P.M	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				None		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	54	Government Agency	No		Yes	Once a year	Yes	No	No	None	1	19	"[""Others ""]"	10-20%	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	No	6-10	0	No		"[""Food"",""Books ""]"
864	2019-02-13 05:29:05	Education	Anganwadi Building	bini yabi	Government	In Use	East Siang	Oyan	Sille Village	27.90122	95.30322	Approved	https://smartvillage.imagetrekk.com/storage/images/h6Dy7CMLnhpNGPCVrqzYf9Wv5IzDVGDVsvQCl0nY.jpeg?asset_id=864	done	1	Kacha Road	0	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	7:0-11:0a.m	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	2	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Others ""]"	Government Agency	11	Government Agency	No		Yes	Not fixed	Yes	Yes	Yes	None	1	21	"["" Dance "",""Art ""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	No		"[""Books "",""Food""]"
865	2019-02-13 05:43:39	Education	Anganwadi Building	karik tamuk	Government	Not in Use	East Siang	Oyan	Sika Bamin	27.90659	95.33028	Rejected	https://smartvillage.imagetrekk.com/storage/images/c7Ot9jFh1Vw018ZE0P5mIpboPPxplWkE69iA0NZn.jpeg?asset_id=865	sika bamin-IV anganwadi center building is not constructed,so they are using faddy field house as a class room.	4	Pakka Road	4	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00A.M-3.00P.M	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				None		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	54	Government Agency	No		Yes	Once a year	No		No	None	1	23	"[""Others ""]"	10-20%	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	"[""Parallel Studies ""]"	No	6-10	0	No		"[""Food"",""Books ""]"
867	2019-02-13 05:53:26	Education	Anganwadi Building	bini yabi	Government	In Use	East Siang	Oyan	Sille Village	27.90205	95.30034	Approved	https://smartvillage.imagetrekk.com/storage/images/dxFY7oxQ0aSbxqYWQdsI65mbVr80F50cMg2FKcLV.jpeg?asset_id=867	done	1	Kacha Road	0	4G+ Reliable	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	"[""Airtel"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6:0-10:0a.m	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	2	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""None""]"	Government Agency	13	Government Agency	No		Yes	Not fixed	Yes	Yes	Yes	None	1	24	"[""Art "","" Dance "",""Sports""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	No		"[""Books "",""Food""]"
868	2019-02-13 05:54:54	Education	Anganwadi Building	makba nasi	Government	In Use	Tirap	Khonsa	Kheti	26.96102	95.51205	Pending	https://smartvillage.imagetrekk.com/storage/images/DTEUPpecIE5LyA1lIpHoZOtXtLYG79q1m8Vqo5Yf.jpeg?asset_id=868	Anganwadi Center B, C kheti	1	Footway	0.5	4G+ Reliable	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.30am12.00noon	"[""Monday "",""Tuesday "",""Thursday "",""Friday "",""Wednesday "",""Saturday ""]"	2	2	Others		No				Discarded in Open Field Burnt within the premises		Yes	6	No		None							No		No		Others	register	"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	100	Self-created Others	No		Yes	Once a year	Yes	No	Yes	None	1	30	"[""Sports"","" Dance "",""Art ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
897	2019-02-13 07:44:21	Education	Anganwadi Building	makba nasi	Government	In Use	Tirap	Khonsa	Kheti	26.95977	95.51007	Approved	https://smartvillage.imagetrekk.com/storage/images/C3ydNovjF9JkXUmKSPO28NB1c4LVgUNFRGsNuEcT.jpeg?asset_id=897	Anganwadi Center A, D	1	Footway	0.6	4G+ Reliable	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.30am12.00noon	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	2	2	Others		No				Discarded in Open Field Burnt within the premises		Yes	6	No		None							No		No		Others	register	"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	150	Self-created Others	No		Yes	Once a year	Yes	No	Yes	None	1	27	"[""Sports"","" Dance "",""Art ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
944	2019-02-13 12:28:13	Education	Anganwadi Building	nemcha nyoungja	Government	In Use	Changlang	Changlang	Changlang (CT)	27.14438	95.73801	Pending	https://smartvillage.imagetrekk.com/storage/images/DPkB2h3qG4uub5x73dPyy0tj9HiMRyRu0AREMgjL.jpeg?asset_id=944	Village name is Old Changlang	1	Pakka Road with Block Point	2	4G+ Reliable	"[""Airtel"",""BSNL"",""Vodafone"",""Jio""]"	"[""Airtel"",""BSNL"",""Vodafone"",""Jio""]"	"[""Airtel"",""BSNL"",""Vodafone"",""Jio""]"	"[""Airtel"",""BSNL"",""Vodafone"",""Jio""]"	"[""Airtel"",""BSNL"",""Vodafone"",""Jio""]"	"[""Airtel"",""BSNL"",""Vodafone"",""Jio""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	6.00am- 9.00pm	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	5	Government Agency	No		Yes	Once a year	Yes	Yes	Yes	None	1	12	"[""Sports"",""Art ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	No		"[""Books ""]"
950	2019-02-13 12:51:10	Education	Anganwadi Building	khepsim mamai	Government	In Use	Changlang	Changlang	Changlang (CT)	27.12792	95.70576	Pending	https://smartvillage.imagetrekk.com/storage/images/1jHxX2v2ftyKdxquJ3da0N6VNlBH2ihvhk4AYsTg.jpeg?asset_id=950	Village name is Phangtip	1	Kacha Road	6	3G Reliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	7:0 am to 8:0 am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	0	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support "",""Technical Support""]"	"[""Financial Support "",""Technical Support ""]"	Government Agency	6	Government Agency	No		No		Yes	No	Yes	None	1	15	"[""Sports"",""Art ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	No		"[""Food"",""Books ""]"
965	2019-02-14 04:11:24	Education	Anganwadi Building	kamchi techi	Government	In Use	Changlang	Changlang	Changlang (CT)	27.1353	95.72617	Approved	https://smartvillage.imagetrekk.com/storage/images/FmFm1gQbli2pL94mvz7W4muCGNbVR0UPMfH5wzO2.jpeg?asset_id=965	Village Name is Laktong	2	Kacha Road	0.6	4G Unreliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	8:0 AM to 10:0 AM	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	2	0	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support "",""Technical Support""]"	"[""Financial Support "",""Technical Support ""]"	Government Agency	40	Government Agency	No		No		Yes	Yes	No	None	2	15	"[""Sports""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government "","" Communities""]"	"[""Food"",""Books "",""Other""]"
999	2019-02-14 09:37:06	Education	Anganwadi Building	undefined	Government	In Use	Tirap	Khonsa	Khonsa I	27.0006	95.50953	Approved	https://smartvillage.imagetrekk.com/storage/images/mleejDDa3Hp0XmorbKWUEsP31p40i9GXtcm22kgb.jpeg?asset_id=999	khonsa Anganwadi centre	1	Pakka Road	0.5	4G+ Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	8.30-12.00	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	4	1	Others		No				Discarded in Open Field Burnt within the premises		Yes	1	No		None							No		No		Traditional Book		"[""Others ""]"	"[""Technical Support "",""Others ""]"	Government Agency	500	Self-created Others	No		Yes	Atleast once a month	Yes	Yes	Yes	None	1	15	"[""Sports"",""Others ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Books "",""Food""]"
1040	2019-02-15 06:19:29	Education	Anganwadi Building	panwang wangsa	Government	In Use	Tirap	Khonsa	Kaimoi	27.03828	95.49868	Approved	https://smartvillage.imagetrekk.com/storage/images/NDEACCDQYFpNntP2KECBKPO3UhnHJ0VVqtYBjgZ5.jpeg?asset_id=1040	anganwadi centre in use Kaimai 4	1	Footway	3	4G+ Reliable	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	"[""Airtel""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	9.00 - 12.00	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	2	0	Others		No				None		No		Yes	2	None							No		No		Traditional Book		"[""None "",""Others ""]"	"[""Others ""]"	Government Agency	25	Self-created Others	No		No		Yes	No	No	None	1	5	"[""Others ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	No		"[""Food""]"
1048	2019-02-15 07:33:45	Education	Anganwadi Building	oyi gao	Government	In Use	East Siang	Pasighat	Rengging	28.14141	95.27411	Approved	https://smartvillage.imagetrekk.com/storage/images/22NjqFJlIBfHRg5QBlM7icnUGNzInkPkbMXhhAjT.jpeg?asset_id=1048	centre-II is in used	3	Pakka Road	1	2G Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	6.00am -11.00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		Yes	No	Yes	No	Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""None""]"	Government Agency	50	Self-created Others	No		Yes	Once a year	Yes	Yes	Yes	None	1	4	"[""Others ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1049	2019-02-15 07:33:59	Education	Anganwadi Building	oyi gao	Government	Not in Use	East Siang	Pasighat	Rengging	28.14149	95.27469	Pending	https://smartvillage.imagetrekk.com/storage/images/5r5UyVSlUXVO3ZAYVxs8mKHrXFGVpqq8fJETKZjU.jpeg?asset_id=1049	centre -I totaly demage	3	Pakka Road	1	2G Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00am-11.00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	2	2	Others		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""None""]"	Government Agency	100	Self-created Others	No		Yes	Once a year	Yes	Yes	Yes	None	1	7	"[""Others ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1196	2019-02-16 06:40:43	Education	Anganwadi Building	kino tallo	Government	In Use	Papumpare	Sangdupota	Poma	27.07509	93.52238	Approved	https://smartvillage.imagetrekk.com/storage/images/eCEh8juZlrpdvbIZ1jAzXCDi85wTs8NY1BkHCfSd.jpeg?asset_id=1196	-	1	Kacha Road	1	2G Reliable	"[""Jio"",""BSNL""]"	"[""Jio"",""BSNL""]"	"[""Jio"",""BSNL""]"	"[""Jio"",""BSNL""]"	"[""Jio"",""BSNL""]"	"[""Jio"",""BSNL""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	7.00 am to 10.00 am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				None		No		No		None							No		No		Traditional Book		"[""Financial Support "",""Technical Support""]"	"[""Financial Support "",""Technical Support ""]"	Government Agency	20	Government Agency	No		No		Yes	Yes	Yes	Dormitories	1	23	"[""Others ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	No		"[""Food"",""Other""]"
1220	2019-02-17 01:19:35	Education	Anganwadi Building	hungo tesia	Government	Repairable	Tirap	Khonsa	Lapnan	26.98922	95.48495	Pending	https://smartvillage.imagetrekk.com/storage/images/li2Tsv5EeljEJaebEogZmT74PeosPPp4Oq1LbSCa.jpeg?asset_id=1220	needs repair	5	Pakka Road	1	4G Unreliable	"[""BSNL"",""Airtel""]"	"[""BSNL"",""Airtel""]"	"[""BSNL"",""Airtel""]"	"[""BSNL"",""Airtel""]"	"[""BSNL"",""Airtel""]"	"[""BSNL"",""Airtel""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	6.00am to 7.00pm	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	2	1	Others		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	60	Local Supplier	No		No		No		No	None	1	25	"[""Others ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	21-40	0	No		"[""Other""]"
1268	2019-02-18 10:36:30	Education	Anganwadi Building	pema ledan thungon	Government	In Use	West Kameng	Singchung	Singchung	27.19739	92.4732	Rejected	https://smartvillage.imagetrekk.com/storage/images/Wg5VIugiomvWeTLK8EtLkeuUWuakHIRpOXJoGJUa.jpeg?asset_id=1268	building in a pathetic condition need toilet rooms n all needs of infrastructure	2	Footway	0.5	3G Reliable	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9:00am -1:00pm	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		Yes	No	No	No	Discarded in Open Field Burnt within the premises		Yes	4	No	2	None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	6	Government Agency	No		Yes	Atleast once in three month	Yes	Yes	Yes	None	1	27	"["" Dance "",""Art ""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1269	2019-02-18 14:17:42	Education	Anganwadi Building	nemcha nyoungja	Government	In Use	Changlang	Changlang	Changlang (CT)	27.14403	95.73985	Pending	https://smartvillage.imagetrekk.com/storage/images/HttSkK68wjJaeuFih7kLovIkr4nD7599jmNMdzkp.jpeg?asset_id=1269	Village name is Old Changlang (Anganwadi 2)	1	Footway	2	4G+ Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00am- 11.00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Others ""]"	"[""Others ""]"	Government Agency	10	Government Agency	No		Yes	Once a year	Yes	Yes	Yes	None	1	12	"[""Sports"",""Art ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	No		"[""Books "",""Food""]"
1280	2019-02-19 06:58:27	Education	Anganwadi Building	ainai mize	Government	In Use	East Siang	Oyan	Oyan Village	27.87337	95.32048	Pending	https://smartvillage.imagetrekk.com/storage/images/VmPXjzMYtalQDllhi8iWgR8eyqqjop3gWyR9unru.jpeg?asset_id=1280	Anganwadi Center Oyan-3	1	Kacha Road	2	4G+ Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	7:00am-11:00am	"[""Monday "",""Wednesday "",""Tuesday "",""Thursday "",""Friday "",""Saturday ""]"	2	0	Others		No				Discarded in Open Field Burnt within the premises		Yes	2	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	100	Government Agency	No		Yes	Atleast once a six month	Yes	Yes	No	None	1	45	"[""Sports"","" Dance ""]"	0-10%	"[""Lack of Awareness "",""Health issues ""]"	"[""Lack of Awareness "",""Health issues ""]"	"[""Lack of Awareness "",""Health issues ""]"	"[""Lack of Awareness "",""Health issues ""]"	No	21-40	0	Yes	"[""Government ""]"	"[""Food"",""Books "","" Uniform ""]"
1305	2019-02-20 05:40:33	Education	Anganwadi Building	ainai mize	Government	In Use	East Siang	Oyan	Oyan Village	27.88294	95.3157	Pending	https://smartvillage.imagetrekk.com/storage/images/vZDHsZLd0urvOKhzXv8fzADzXcYBTFfuFI810zCw.jpeg?asset_id=1305	No Anganwadi center but staff are engaged in this institute. Oyan Center -1	1	Pakka Road	0	4G+ Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	7:00am-11:00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday "",""Sunday ""]"	2	0	Others		No				Discarded in Open Field Burnt within the premises		Yes	2	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""None""]"	Government Agency	0	Government Agency	No		Yes	Atleast once a six month	Yes	Yes	No	None	0	35	"[""Others ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	21-40	0	Yes	"[""Government ""]"	"[""Food"","" Uniform "",""Books ""]"
1308	2019-02-20 10:10:01	Education	Anganwadi Building	ngilyang nobin	Government	In Use	Lower Subansiri	Ziro	Tajang	27.59956	93.82524	Approved	https://smartvillage.imagetrekk.com/storage/images/efqR65ICbBNXJWRanTKNkbj4vxFRmHVWKpDFEpza.jpeg?asset_id=1308	11	2	Pakka Road	1	4G Unreliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00 to 12.00	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	2	1	Tap Water from Government		Yes	No	No	No	Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Technical Support""]"	"[""Technical Support ""]"	Government Agency	200	Self-created Others	No		No		Yes	Yes	Yes	None	1	12	"["" Dance ""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
